Player,Nation,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Position 1,Position 2
Shavy Babicka,GAB,Toulouse,fr Ligue 1,23 years,4.1,11.0,8,2,7,2,2.0,5,40.0,3,6,1,5,0,11,2,0,Forward,Midfielder
Aliou Badara Baldé,GUI,Nice,fr Ligue 1,20 years,0.8,4.0,1,0,3,1,1.0,1,100.0,0,2,1,1,3,7,0,0,Forward,Defender
Loïc Bade,FRA,Sevilla,es La Liga,23 years,25.3,65.0,41,53,12,0,30.0,49,61.2,19,23,15,8,38,103,116,2,Defender,
Milan Badelj,CRO,Genoa,it Serie A,34 years,28.2,51.0,27,23,24,4,24.0,61,39.3,37,45,13,32,50,101,54,1,Midfielder,
Matthias Bader,GER,Darmstadt 98,de Bundesliga,26 years,20.0,51.0,25,32,11,8,33.0,65,50.8,32,22,4,18,25,76,20,0,Defender,Midfielder
Benoît Badiashile,FRA,Chelsea,eng Premier League,22 years,14.9,21.0,15,12,9,0,9.0,14,64.3,5,21,14,7,18,39,66,2,Defender,
Alex Baena,ESP,Villarreal,es La Liga,22 years,28.7,34.0,21,10,16,8,20.0,47,42.6,27,23,2,21,13,47,17,1,Midfielder,Forward
Jaime Báez,URU,Frosinone,it Serie A,28 years,5.6,4.0,1,0,2,2,0.0,7,0.0,7,5,0,5,4,8,1,0,Forward,Midfielder
Nicola Bagnolini,ITA,Bologna,it Serie A,19 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Leon Bailey,JAM,Aston Villa,eng Premier League,25 years,23.0,13.0,7,7,4,2,5.0,20,25.0,15,18,1,17,9,22,6,0,Midfielder,Forward
Eric Bailly,CIV,Villarreal,es La Liga,29 years,9.3,5.0,3,4,1,0,2.0,2,100.0,0,8,8,0,9,14,38,2,Defender,
Stefan Bajcetic,ESP,Liverpool,eng Premier League,18 years,0.3,4.0,1,3,1,0,3.0,5,60.0,2,0,0,0,0,4,0,0,Midfielder,
Nedim Bajrami,ALB,Sassuolo,it Serie A,24 years,14.6,13.0,6,6,3,4,5.0,13,38.5,8,5,1,4,6,19,8,0,Midfielder,Forward
Cédric Bakambu,COD,Betis,es La Liga,32 years,2.2,1.0,0,0,1,0,0.0,0,,0,2,0,2,0,1,0,0,Forward,
Tiemoué Bakayoko,FRA,Lorient,fr Ligue 1,28 years,14.6,34.0,17,14,17,3,15.0,28,53.6,13,10,4,6,26,60,15,1,Midfielder,
Mitchel Bakker,NED,Atalanta,it Serie A,23 years,4.2,7.0,3,6,1,0,2.0,12,16.7,10,5,0,5,3,10,6,0,Defender,
Ridle Baku,GER,Wolfsburg,de Bundesliga,25 years,22.4,37.0,20,24,7,6,21.0,46,45.7,25,27,1,26,21,58,45,1,Defender,Midfielder
Dilane Bakwa,FRA,Strasbourg,fr Ligue 1,20 years,24.2,30.0,22,12,13,5,11.0,40,27.5,29,26,1,25,20,50,11,0,Forward,Midfielder
Tommaso Baldanzi,ITA,Empoli,it Serie A,20 years,8.3,4.0,2,1,1,2,3.0,10,30.0,7,7,0,7,2,6,0,0,Midfielder,Forward
Tommaso Baldanzi,ITA,Roma,it Serie A,20 years,5.8,9.0,5,3,4,2,1.0,1,100.0,0,2,0,2,0,9,4,0,Forward,Midfielder
Alejandro Balde,ESP,Barcelona,es La Liga,19 years,15.3,20.0,11,11,6,3,7.0,11,63.6,4,14,1,13,5,25,21,1,Defender,
George Baldock,GRE,Sheffield Utd,eng Premier League,30 years,10.8,18.0,10,10,7,1,6.0,15,40.0,9,14,8,6,10,28,33,0,Defender,
Carlos Baleba,CMR,Brighton,eng Premier League,19 years,14.7,40.0,20,17,19,4,23.0,46,50.0,23,35,7,28,18,58,30,3,Midfielder,
Carlos Baleba,CMR,Lille,fr Ligue 1,19 years,0.7,6.0,2,1,4,1,3.0,4,75.0,1,0,0,0,2,8,0,0,Midfielder,
Leonardo Balerdi,ARG,Marseille,fr Ligue 1,24 years,25.2,79.0,50,55,23,1,49.0,67,73.1,18,38,15,23,51,130,91,0,Defender,
Iván Balliu,ALB,Rayo Vallecano,es La Liga,31 years,31.9,44.0,31,20,24,0,22.0,39,56.4,17,27,11,16,29,73,66,1,Defender,
Fodé Ballo-Touré,SEN,Fulham,eng Premier League,26 years,0.8,4.0,2,1,3,0,1.0,2,50.0,1,1,0,1,3,7,2,0,Defender,Midfielder
Folarin Balogun,USA,Monaco,fr Ligue 1,22 years,18.8,12.0,4,3,8,1,5.0,13,38.5,8,10,0,10,3,15,4,0,Forward,
Jonathan Bamba,CIV,Celta Vigo,es La Liga,27 years,22.0,14.0,9,4,8,2,2.0,17,11.8,15,20,0,20,18,32,12,0,Midfielder,Forward
Mohamed Bamba,CIV,Lorient,fr Ligue 1,21 years,12.6,14.0,9,3,8,3,4.0,10,40.0,6,7,1,6,2,16,3,0,Forward,
Samuel Bamba,GER,Dortmund,de Bundesliga,19 years,0.5,1.0,1,1,0,0,1.0,2,50.0,1,0,0,0,0,1,1,0,Forward,
Lameck Banda,ZAM,Lecce,it Serie A,22 years,15.0,27.0,23,11,12,4,7.0,21,33.3,14,18,0,18,3,30,7,0,Forward,
Daniel Bandeira,POR,Hellas Verona,it Serie A,23 years,5.0,6.0,5,1,4,1,3.0,7,42.9,4,3,0,3,3,9,9,0,Midfielder,
Mamady Bangré,BFA,Toulouse,fr Ligue 1,22 years,1.1,4.0,2,2,2,0,3.0,4,75.0,1,0,0,0,4,8,3,0,Forward,Midfielder
Mattia Bani,ITA,Genoa,it Serie A,29 years,25.6,26.0,10,18,7,1,11.0,22,50.0,11,51,31,20,22,48,116,1,Defender,
Léo Baptistão,BRA,Almería,es La Liga,30 years,20.4,25.0,16,12,8,5,9.0,25,36.0,16,13,1,12,11,36,22,0,Forward,
Shandon Baptiste,GRN,Brentford,eng Premier League,25 years,2.5,4.0,4,2,2,0,1.0,5,20.0,4,5,1,4,3,7,6,0,Midfielder,
Antonín Barák,CZE,Fiorentina,it Serie A,28 years,9.0,6.0,2,1,3,2,3.0,7,42.9,4,5,0,5,2,8,4,0,Midfielder,Forward
Valentín Barco,ARG,Brighton,eng Premier League,19 years,3.4,11.0,5,4,5,2,6.0,8,75.0,2,3,0,3,4,15,3,1,Defender,Forward
Bradley Barcola,FRA,Lyon,fr Ligue 1,20 years,3.0,5.0,2,0,2,3,1.0,7,14.3,6,4,0,4,2,7,0,0,Forward,
Bradley Barcola,FRA,Paris S-G,fr Ligue 1,20 years,15.2,34.0,16,12,13,9,7.0,25,28.0,18,27,2,25,10,44,13,1,Forward,Midfielder
Melvin Bard,FRA,Nice,fr Ligue 1,22 years,29.5,69.0,38,28,30,11,37.0,63,58.7,26,46,12,34,42,111,46,0,Defender,
Nicolò Barella,ITA,Inter,it Serie A,26 years,31.6,46.0,30,17,20,9,19.0,63,30.2,44,31,1,30,10,56,12,1,Midfielder,
Kike Barja,ESP,Osasuna,es La Liga,26 years,3.4,6.0,2,2,2,2,3.0,8,37.5,5,2,1,1,2,8,2,0,Forward,Midfielder
Ross Barkley,ENG,Luton Town,eng Premier League,29 years,29.1,47.0,19,16,21,10,11.0,48,22.9,37,25,9,16,25,72,51,2,Midfielder,
Aymen Barkok,MAR,Mainz 05,de Bundesliga,25 years,3.6,9.0,5,2,6,1,3.0,6,50.0,3,7,0,7,2,11,1,0,Midfielder,Forward
Harvey Barnes,ENG,Newcastle Utd,eng Premier League,25 years,8.9,6.0,1,3,2,1,1.0,2,50.0,1,1,0,1,5,11,3,0,Forward,Midfielder
Leandro Barreiro Martins,LUX,Mainz 05,de Bundesliga,23 years,29.0,65.0,40,19,37,9,30.0,50,60.0,20,45,16,29,36,101,53,0,Midfielder,
Enzo Barrenechea,ARG,Frosinone,it Serie A,22 years,31.2,65.0,42,28,29,8,28.0,70,40.0,42,47,12,35,27,92,61,2,Midfielder,
Ander Barrenetxea,ESP,Real Sociedad,es La Liga,21 years,15.9,32.0,21,7,16,9,10.0,26,38.5,16,18,1,17,6,38,5,0,Forward,Midfielder
Pablo Barrios,ESP,Atlético Madrid,es La Liga,20 years,17.3,45.0,25,15,29,1,19.0,40,47.5,21,20,3,17,28,73,24,2,Midfielder,
Davide Bartesaghi,ITA,Milan,it Serie A,17 years,0.9,2.0,0,1,1,0,2.0,4,50.0,2,1,1,0,0,2,7,0,Defender,Midfielder
Marc Bartra,ESP,Betis,es La Liga,32 years,2.5,4.0,3,3,1,0,4.0,5,80.0,1,3,1,2,3,7,10,0,Defender,
Federico Baschirotto,ITA,Lecce,it Serie A,26 years,36.6,21.0,12,16,5,0,8.0,15,53.3,7,42,26,16,23,44,144,1,Defender,
Steven Baseya,FRA,Strasbourg,fr Ligue 1,18 years,0.1,2.0,1,1,1,0,1.0,1,100.0,0,0,0,0,0,2,1,0,Defender,
Chris Basham,ENG,Sheffield Utd,eng Premier League,35 years,3.6,7.0,2,4,3,0,2.0,9,22.2,7,9,4,5,5,12,17,0,Defender,Midfielder
Toma Bašić,CRO,Salernitana,it Serie A,26 years,12.9,20.0,13,10,9,1,10.0,27,37.0,17,18,6,12,14,34,29,0,Midfielder,
Calvin Bassey,NGA,Fulham,eng Premier League,23 years,25.6,49.0,29,33,15,1,21.0,29,72.4,8,32,11,21,28,77,84,4,Defender,
Alessandro Bastoni,ITA,Inter,it Serie A,24 years,25.2,46.0,33,31,12,3,26.0,40,65.0,14,25,11,14,23,69,48,1,Defender,
Simone Bastoni,ITA,Empoli,it Serie A,26 years,8.3,22.0,13,12,7,3,11.0,22,50.0,11,8,0,8,11,33,18,0,Midfielder,Defender
Augusto Batalla,ARG,Granada,es La Liga,27 years,17.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,10,2,Goalkeeper,
Daniel Batz,GER,Mainz 05,de Bundesliga,32 years,4.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,3,0,Goalkeeper,
Maximilian Bauer,GER,Augsburg,de Bundesliga,23 years,9.0,19.0,12,13,4,2,9.0,17,52.9,8,14,8,6,11,30,30,1,Defender,
Elias Baum,GER,Eintracht Frankfurt,de Bundesliga,17 years,0.3,1.0,0,0,0,1,0.0,0,,0,3,2,1,0,1,1,0,Defender,Midfielder
Oliver Baumann,GER,Hoffenheim,de Bundesliga,33 years,34.0,1.0,1,1,0,0,1.0,2,50.0,1,0,0,0,0,1,19,2,Goalkeeper,
Christoph Baumgartner,AUT,RB Leipzig,de Bundesliga,23 years,12.9,26.0,13,10,12,4,14.0,38,36.8,24,20,1,19,5,31,14,0,Midfielder,Forward
Bebé,CPV,Rayo Vallecano,es La Liga,33 years,2.4,2.0,2,1,1,0,1.0,5,20.0,4,1,0,1,0,2,0,0,Midfielder,Forward
Ihlas Bebou,TOG,Hoffenheim,de Bundesliga,29 years,18.2,22.0,12,10,8,4,8.0,16,50.0,8,13,2,11,14,36,15,0,Forward,Defender
Mohamed Bechikh,FRA,Strasbourg,fr Ligue 1,18 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,Midfielder
Adrian Beck,GER,Heidenheim,de Bundesliga,26 years,10.8,22.0,13,8,12,2,9.0,24,37.5,15,17,0,17,4,26,15,0,Midfielder,Forward
Owen Beck,WAL,Liverpool,eng Premier League,20 years,0.1,2.0,1,1,1,0,0.0,0,,0,0,0,0,0,2,1,0,Defender,
Sheraldo Becker,SUR,Real Sociedad,es La Liga,28 years,8.6,2.0,2,0,2,0,0.0,1,0.0,1,3,0,3,1,3,0,0,Forward,Midfielder
Sheraldo Becker,SUR,Union Berlin,de Bundesliga,28 years,7.2,3.0,3,0,2,1,0.0,2,0.0,2,2,0,2,0,3,2,0,Forward,Midfielder
Chris Bedia,CIV,Union Berlin,de Bundesliga,27 years,1.6,2.0,1,0,2,0,0.0,1,0.0,1,3,0,3,0,2,2,0,Forward,Midfielder
Donny van de Beek,NED,Manchester Utd,eng Premier League,26 years,0.0,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,0,0,Defender,
Donny van de Beek,NED,Eintracht Frankfurt,de Bundesliga,26 years,4.0,8.0,3,3,3,2,3.0,7,42.9,4,5,1,4,3,11,1,0,Midfielder,Forward
Yanis Begraoui,MAR,Toulouse,fr Ligue 1,22 years,3.3,5.0,3,1,3,1,3.0,9,33.3,6,4,0,4,5,10,5,0,Forward,Midfielder
Kevin Behrens,GER,Wolfsburg,de Bundesliga,32 years,6.8,2.0,1,0,1,1,0.0,2,0.0,2,9,0,9,3,5,6,0,Forward,
Kevin Behrens,GER,Union Berlin,de Bundesliga,32 years,14.0,13.0,10,3,7,3,1.0,4,25.0,3,7,2,5,6,19,19,0,Forward,
Maximilian Beier,GER,Hoffenheim,de Bundesliga,20 years,26.9,20.0,12,5,11,4,4.0,19,21.1,15,21,1,20,9,29,12,0,Forward,Midfielder
Jérémie Bela,ANG,Clermont Foot,fr Ligue 1,30 years,2.3,1.0,1,0,1,0,1.0,3,33.3,2,1,0,1,0,1,1,0,Midfielder,Forward
Reda Belahyane,MAR,Hellas Verona,it Serie A,19 years,1.0,1.0,1,0,1,0,1.0,1,100.0,0,0,0,0,1,2,0,0,Midfielder,
Reda Belahyane,MAR,Nice,fr Ligue 1,19 years,0.3,1.0,0,0,1,0,1.0,1,100.0,0,0,0,0,0,1,0,0,Midfielder,
Amari'i Bell,JAM,Luton Town,eng Premier League,29 years,19.1,50.0,33,30,19,1,22.0,35,62.9,13,33,15,18,25,75,60,1,Defender,
Stefan Bell,GER,Mainz 05,de Bundesliga,31 years,7.4,8.0,8,7,1,0,4.0,8,50.0,4,7,5,2,6,14,30,0,Defender,
Alaa Bellaarouch,MAR,Strasbourg,fr Ligue 1,21 years,15.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,11,2,Goalkeeper,
Raoul Bellanova,ITA,Torino,it Serie A,23 years,33.8,36.0,26,15,17,4,18.0,31,58.1,13,21,4,17,15,51,36,3,Defender,
Jean-Ricner Bellegarde,FRA,Wolves,eng Premier League,25 years,10.6,17.0,10,9,6,2,7.0,15,46.7,8,18,2,16,8,25,14,0,Midfielder,Forward
Jean-Ricner Bellegarde,FRA,Strasbourg,fr Ligue 1,25 years,3.0,5.0,3,3,2,0,3.0,6,50.0,3,4,0,4,4,9,0,0,Midfielder,Forward
Héctor Bellerín,ESP,Betis,es La Liga,28 years,19.0,34.0,22,14,16,4,20.0,53,37.7,33,13,5,8,22,56,40,1,Defender,
Jude Bellingham,ENG,Real Madrid,es La Liga,20 years,25.7,42.0,34,14,18,10,12.0,36,33.3,24,55,5,50,21,63,17,0,Midfielder,
Jeanuël Belocian,FRA,Rennes,fr Ligue 1,18 years,16.1,32.0,22,23,8,1,22.0,28,78.6,6,18,10,8,13,45,49,0,Defender,
Andrea Belotti,ITA,Fiorentina,it Serie A,29 years,10.5,8.0,3,1,5,2,5.0,12,41.7,7,8,1,7,2,10,3,0,Forward,
Andrea Belotti,ITA,Roma,it Serie A,29 years,7.5,8.0,4,2,3,3,3.0,6,50.0,3,7,0,7,2,10,3,0,Forward,
Fran Beltrán,ESP,Celta Vigo,es La Liga,24 years,27.0,56.0,32,22,23,11,24.0,63,38.1,39,28,2,26,18,74,34,0,Midfielder,
Lucas Beltrán,ARG,Fiorentina,it Serie A,22 years,18.8,27.0,14,4,18,5,11.0,20,55.0,9,29,3,26,2,29,11,0,Forward,Midfielder
Eliesse Ben Seghir,MAR,Monaco,fr Ligue 1,18 years,4.8,9.0,6,2,5,2,3.0,7,42.9,4,6,0,6,2,11,2,0,Midfielder,Forward
Anis Ben Slimane,TUN,Sheffield Utd,eng Premier League,22 years,4.7,11.0,6,5,2,4,4.0,10,40.0,6,7,1,6,5,16,7,0,Midfielder,
Wissam Ben Yedder,FRA,Monaco,fr Ligue 1,32 years,25.7,4.0,3,1,2,1,1.0,11,9.1,10,18,0,18,8,12,1,0,Forward,
Carlos Benavídez,URU,Alavés,es La Liga,25 years,12.6,56.0,35,19,26,11,19.0,34,55.9,15,13,5,8,19,75,31,0,Midfielder,
Ismaël Bennacer,ALG,Milan,it Serie A,25 years,12.8,29.0,19,11,16,2,11.0,22,50.0,11,12,4,8,12,41,9,2,Midfielder,
Saïd Benrahma,ALG,West Ham,eng Premier League,27 years,6.9,8.0,4,5,3,0,4.0,15,26.7,11,8,0,8,5,13,7,0,Forward,Midfielder
Saïd Benrahma,ALG,Lyon,fr Ligue 1,27 years,8.6,9.0,7,1,6,2,5.0,7,71.4,2,7,0,7,1,10,3,0,Forward,Midfielder
Ramy Bensebaini,ALG,Dortmund,de Bundesliga,28 years,11.5,34.0,21,21,11,2,24.0,34,70.6,10,22,7,15,16,50,37,0,Defender,
Nabil Bentaleb,ALG,Lille,fr Ligue 1,28 years,21.9,49.0,32,29,18,2,22.0,43,51.2,21,33,12,21,37,86,33,0,Midfielder,
Rodrigo Bentancur,URU,Tottenham,eng Premier League,26 years,11.2,23.0,15,10,11,2,10.0,24,41.7,14,15,4,11,17,40,16,1,Midfielder,
Daniel Bentley,ENG,Wolves,eng Premier League,30 years,4.3,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,0,Goalkeeper,
Lucas Beraldo,BRA,Paris S-G,fr Ligue 1,19 years,11.2,22.0,14,14,8,0,10.0,25,40.0,15,15,6,9,20,42,25,0,Defender,
Domenico Berardi,ITA,Sassuolo,it Serie A,28 years,15.9,17.0,8,7,9,1,2.0,21,9.5,19,17,0,17,13,30,9,0,Forward,
Yuri Berchiche,ESP,Athletic Club,es La Liga,33 years,21.4,33.0,25,13,14,6,19.0,33,57.6,14,28,9,19,20,53,62,0,Defender,
Álex Berenguer,ESP,Athletic Club,es La Liga,28 years,17.7,23.0,14,9,9,5,7.0,24,29.2,17,23,0,23,5,28,13,0,Forward,
Bartosz Bereszyński,POL,Empoli,it Serie A,31 years,19.6,41.0,25,25,13,3,24.0,40,60.0,16,22,10,12,21,62,52,0,Defender,
Jóhann Berg Guðmundsson,ISL,Burnley,eng Premier League,32 years,13.2,13.0,4,6,5,2,7.0,16,43.8,9,14,0,14,16,29,16,0,Midfielder,Forward
Sander Berge,NOR,Burnley,eng Premier League,25 years,33.4,76.0,46,35,36,5,34.0,58,58.6,24,49,20,29,23,99,60,2,Midfielder,
Etrit Berisha,ALB,Empoli,it Serie A,34 years,14.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,7,1,Goalkeeper,
Medon Berisha,ALB,Lecce,it Serie A,19 years,2.3,3.0,1,3,0,0,0.0,2,0.0,2,2,2,0,1,4,0,0,Forward,Midfielder
Mergim Berisha,GER,Hoffenheim,de Bundesliga,25 years,1.6,0.0,0,0,0,0,0.0,0,,0,2,1,1,0,0,0,0,Forward,
Mergim Berisha,GER,Augsburg,de Bundesliga,25 years,1.4,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,3,0,Forward,
Bernardo,BRA,Bochum,de Bundesliga,28 years,32.5,99.0,58,56,35,8,45.0,69,65.2,24,66,30,36,55,154,120,1,Defender,
Victor Bernth Kristiansen,DEN,Bologna,it Serie A,20 years,25.6,52.0,34,23,22,7,20.0,35,57.1,15,35,8,27,12,64,45,1,Defender,
Matúš Bero,SVK,Bochum,de Bundesliga,27 years,18.5,32.0,22,13,12,7,13.0,32,40.6,19,24,3,21,12,44,26,0,Midfielder,Forward
Luke Berry,ENG,Luton Town,eng Premier League,31 years,3.6,7.0,2,2,4,1,2.0,3,66.7,1,6,1,5,0,7,3,0,Midfielder,Defender
Dimitry Bertaud,COD,Montpellier,fr Ligue 1,25 years,4.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Jan-Niklas Beste,GER,Heidenheim,de Bundesliga,24 years,28.9,77.0,49,35,24,18,28.0,55,50.9,27,48,1,47,18,95,31,0,Forward,Midfielder
Beto,GNB,Everton,eng Premier League,25 years,10.6,14.0,6,1,6,7,4.0,12,33.3,8,11,0,11,1,15,14,0,Forward,
Beto,GNB,Udinese,it Serie A,25 years,0.8,1.0,0,0,0,1,0.0,0,,0,0,0,0,0,1,0,0,Forward,
Davide Bettella,ITA,Monza,it Serie A,23 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Sam Beukema,NED,Bologna,it Serie A,24 years,28.3,27.0,11,14,11,2,16.0,25,64.0,9,35,21,14,15,42,99,2,Defender,
Jordan Beyer,GER,Burnley,eng Premier League,23 years,13.7,35.0,20,22,12,1,14.0,24,58.3,10,22,15,7,16,51,68,1,Defender,
Pep Biel,ESP,Augsburg,de Bundesliga,26 years,3.2,4.0,3,0,2,2,1.0,3,33.3,2,2,1,1,2,6,2,0,Midfielder,Forward
Jaka Bijol,SVN,Udinese,it Serie A,24 years,23.2,43.0,27,34,9,0,22.0,35,62.9,13,36,21,15,23,66,140,1,Defender,
El Bilal Touré,MLI,Atalanta,it Serie A,21 years,4.4,1.0,1,0,1,0,0.0,1,0.0,1,0,0,0,1,2,2,0,Forward,
Philip Billing,DEN,Bournemouth,eng Premier League,27 years,15.5,33.0,16,7,22,4,9.0,27,33.3,18,31,5,26,20,53,28,1,Midfielder,
Cristiano Biraghi,ITA,Fiorentina,it Serie A,30 years,26.2,47.0,28,20,24,3,28.0,52,53.8,24,30,5,25,14,61,43,0,Defender,
Davide Biraschi,ITA,Genoa,it Serie A,29 years,1.0,3.0,3,1,2,0,1.0,3,33.3,2,0,0,0,2,5,5,0,Defender,
Samuele Birindelli,ITA,Monza,it Serie A,24 years,22.4,28.0,19,16,7,5,14.0,25,56.0,11,30,11,19,18,46,48,0,Defender,
Tom Bischof,GER,Hoffenheim,de Bundesliga,18 years,2.0,8.0,4,6,1,1,2.0,9,22.2,7,3,0,3,1,9,2,0,Midfielder,Forward
Yves Bissouma,MLI,Tottenham,eng Premier League,26 years,23.0,80.0,52,32,36,12,41.0,61,67.2,20,28,5,23,37,117,43,3,Midfielder,
Leonardo Bittencourt,GER,Werder Bremen,de Bundesliga,29 years,17.5,42.0,18,20,17,5,15.0,39,38.5,24,18,1,17,13,55,6,0,Midfielder,
Marco Bizot,NED,Brest,fr Ligue 1,32 years,32.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,18,3,Goalkeeper,
Antonio Blanco,ESP,Alavés,es La Liga,23 years,27.0,61.0,36,29,27,5,31.0,86,36.0,55,25,2,23,35,96,30,0,Midfielder,
Rubén Blanco,ESP,Marseille,fr Ligue 1,28 years,1.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Hendry Blank,GER,Dortmund,de Bundesliga,18 years,0.5,1.0,0,1,0,0,1.0,1,100.0,0,1,0,1,0,1,4,0,Defender,
Ludovic Blas,FRA,Rennes,fr Ligue 1,25 years,17.4,30.0,14,16,13,1,12.0,28,42.9,16,13,1,12,6,36,9,0,Forward,Midfielder
Janis Blaswich,GER,RB Leipzig,de Bundesliga,32 years,21.0,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,7,3,Goalkeeper,
Alexis Blin,FRA,Lecce,it Serie A,26 years,18.2,33.0,19,11,19,3,15.0,43,34.9,28,16,2,14,22,55,39,0,Midfielder,
Daley Blind,NED,Girona,es La Liga,33 years,33.0,47.0,21,33,13,1,29.0,47,61.7,18,37,19,18,21,68,113,0,Defender,
Myron Boadu,NED,Monaco,fr Ligue 1,22 years,0.9,2.0,2,0,1,1,1.0,2,50.0,1,2,0,2,0,2,0,0,Forward,
Benicio Boaitey,ENG,Brighton,eng Premier League,19 years,0.4,0.0,0,0,0,0,0.0,1,0.0,1,1,0,1,0,0,2,0,Forward,Defender
Jérôme Boateng,GER,Salernitana,it Serie A,34 years,2.6,0.0,0,0,0,0,0.0,0,,0,6,5,1,4,4,21,0,Defender,
Oscar Bobb,NOR,Manchester City,eng Premier League,20 years,3.4,7.0,3,1,2,4,2.0,4,50.0,2,4,0,4,5,12,1,0,Forward,Midfielder
Sacha Boey,FRA,Bayern Munich,de Bundesliga,22 years,1.2,2.0,0,2,0,0,1.0,2,50.0,1,1,0,1,1,3,2,0,Defender,
Jeremie Boga,CIV,Nice,fr Ligue 1,26 years,22.2,18.0,7,6,10,2,10.0,20,50.0,10,26,2,24,8,26,4,0,Forward,
Jayden Bogle,ENG,Sheffield Utd,eng Premier League,23 years,31.0,66.0,36,43,21,2,35.0,70,50.0,35,42,11,31,32,98,97,0,Defender,
Emil Bohinen,NOR,Genoa,it Serie A,24 years,0.6,1.0,1,0,1,0,0.0,0,,0,1,0,1,0,1,3,0,Midfielder,
Emil Bohinen,NOR,Salernitana,it Serie A,24 years,5.9,8.0,6,5,3,0,2.0,10,20.0,8,8,2,6,14,22,6,1,Midfielder,
Adama Bojang,GAM,Reims,fr Ligue 1,19 years,0.9,2.0,1,1,0,1,0.0,0,,0,2,1,1,1,3,0,0,Forward,
Daniel Boloca,ROU,Sassuolo,it Serie A,24 years,22.5,48.0,33,18,25,5,27.0,46,58.7,19,23,13,10,14,62,33,2,Midfielder,
Willy Boly,CIV,Nottingham Forest,eng Premier League,32 years,16.0,46.0,29,36,9,1,22.0,40,55.0,18,32,21,11,25,71,90,0,Defender,
Giacomo Bonaventura,ITA,Fiorentina,it Serie A,33 years,25.3,26.0,13,6,10,10,9.0,21,42.9,12,16,1,15,14,40,10,0,Midfielder,
Federico Bonazzoli,ITA,Hellas Verona,it Serie A,26 years,11.3,4.0,1,1,3,0,1.0,8,12.5,7,9,1,8,3,7,3,0,Forward,Midfielder
Warren Bondo,FRA,Monza,it Serie A,19 years,16.4,29.0,22,16,10,3,13.0,17,76.5,4,13,3,10,6,35,13,0,Midfielder,
Giovanni Bonfanti,ITA,Atalanta,it Serie A,20 years,1.0,4.0,2,2,2,0,2.0,3,66.7,1,1,1,0,1,5,1,0,Defender,
Victor Boniface,NGA,Leverkusen,de Bundesliga,22 years,17.2,6.0,4,0,1,5,1.0,4,25.0,3,6,1,5,0,6,13,0,Forward,
Kevin Bonifazi,ITA,Bologna,it Serie A,27 years,1.0,4.0,0,0,4,0,1.0,2,50.0,1,0,0,0,0,4,7,1,Defender,
Kevin Bonifazi,ITA,Frosinone,it Serie A,27 years,3.4,5.0,3,2,3,0,2.0,3,66.7,1,1,0,1,3,8,9,0,Defender,
Leonardo Bonucci,ITA,Union Berlin,de Bundesliga,36 years,5.1,6.0,5,2,4,0,4.0,4,100.0,0,5,3,2,7,13,16,0,Defender,
Neto Borges,BRA,Clermont Foot,fr Ligue 1,26 years,28.0,48.0,24,25,18,5,28.0,63,44.4,35,28,6,22,57,105,84,0,Defender,
Yvandro Borges Sanches,LUX,Gladbach,de Bundesliga,19 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,Forward
Sebastiaan Bornauw,BEL,Wolfsburg,de Bundesliga,24 years,15.9,26.0,12,19,7,0,13.0,19,68.4,6,21,12,9,18,44,81,0,Defender,
Rafael Borré,COL,Werder Bremen,de Bundesliga,27 years,11.0,10.0,7,2,4,4,5.0,16,31.3,11,8,2,6,2,12,10,0,Forward,
Gennaro Borrelli,ITA,Frosinone,it Serie A,23 years,0.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Adri Bosch,ESP,Granada,es La Liga,22 years,0.3,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,1,0,Defender,
Erik Botheim,NOR,Salernitana,it Serie A,23 years,3.5,2.0,0,2,0,0,0.0,1,0.0,1,3,0,3,0,2,2,0,Forward,Midfielder
Sven Botman,NED,Newcastle Utd,eng Premier League,23 years,15.3,20.0,13,14,6,0,8.0,13,61.5,5,20,16,4,9,29,61,3,Defender,
