Player,Nation,Squad,Comp,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
José Arnaiz,ESP,Osasuna,es La Liga,28 years,10.3,40,3.88,13.0,12.0,2.0,5.0,8.0,0.0,5,0.48,1.0,2.0,0.0,1.0,1.0,0.0,Forward,Midfielder
Hákon Arnar Haraldsson,ISL,Lille,fr Ligue 1,20 years,14.3,35,2.45,23.0,2.0,3.0,2.0,5.0,0.0,1,0.07,0.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Marko Arnautović,AUT,Inter,it Serie A,34 years,8.9,24,2.71,22.0,0.0,0.0,1.0,1.0,0.0,3,0.34,3.0,0.0,0.0,0.0,0.0,0.0,Forward,
Maximilian Arnold,GER,Wolfsburg,de Bundesliga,29 years,27.8,82,2.94,47.0,28.0,1.0,3.0,2.0,1.0,3,0.11,1.0,0.0,0.0,2.0,0.0,0.0,Midfielder,
Mohamed El Arouch,FRA,Lyon,fr Ligue 1,19 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Sergio Arribas,ESP,Almería,es La Liga,21 years,22.7,92,4.04,63.0,12.0,3.0,6.0,6.0,2.0,9,0.4,5.0,0.0,1.0,1.0,1.0,1.0,Midfielder,Forward
Kepa Arrizabalaga,ESP,Real Madrid,es La Liga,28 years,13.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Arthur,BRA,Leverkusen,de Bundesliga,20 years,2.0,7,3.41,5.0,1.0,0.0,0.0,0.0,1.0,2,0.97,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Takuma Asano,JPN,Bochum,de Bundesliga,28 years,22.1,65,2.95,44.0,1.0,5.0,8.0,6.0,1.0,5,0.23,3.0,0.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Marco Asensio,ESP,Paris S-G,fr Ligue 1,27 years,12.4,52,4.21,38.0,10.0,1.0,1.0,1.0,1.0,7,0.57,5.0,1.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Kristjan Asllani,ALB,Inter,it Serie A,21 years,8.7,19,2.18,13.0,4.0,1.0,1.0,0.0,0.0,5,0.57,4.0,1.0,0.0,0.0,0.0,0.0,Midfielder,
Joel Asoro,SWE,Metz,fr Ligue 1,24 years,9.4,21,2.23,11.0,2.0,2.0,1.0,5.0,0.0,3,0.32,1.0,0.0,1.0,0.0,1.0,0.0,Forward,Midfielder
Jonathan Asp Jensen,DEN,Bayern Munich,de Bundesliga,17 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Iago Aspas,ESP,Celta Vigo,es La Liga,35 years,30.1,172,5.72,120.0,30.0,7.0,8.0,7.0,0.0,20,0.67,14.0,2.0,2.0,1.0,1.0,0.0,Forward,
Lorenz Assignon,TOG,Burnley,eng Premier League,23 years,13.7,23,1.68,18.0,3.0,1.0,0.0,1.0,0.0,2,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lorenz Assignon,TOG,Rennes,fr Ligue 1,23 years,11.2,38,3.38,27.0,3.0,4.0,0.0,2.0,2.0,6,0.53,3.0,0.0,2.0,0.0,1.0,0.0,Defender,
Youcef Atal,ALG,Nice,fr Ligue 1,27 years,4.0,12,3.01,9.0,0.0,1.0,1.0,1.0,0.0,1,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Valentin Atangana Edoa,FRA,Reims,fr Ligue 1,17 years,6.2,6,0.97,2.0,0.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Arthur Atta,FRA,Metz,fr Ligue 1,20 years,10.3,19,1.85,15.0,0.0,2.0,2.0,0.0,0.0,3,0.29,1.0,0.0,0.0,2.0,0.0,0.0,Midfielder,Forward
Noah Atubolu,GER,Freiburg,de Bundesliga,21 years,34.0,4,0.12,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Pierre-Emerick Aubameyang,GAB,Marseille,fr Ligue 1,34 years,29.1,75,2.57,45.0,0.0,6.0,18.0,5.0,1.0,14,0.48,8.0,0.0,1.0,5.0,0.0,0.0,Forward,
Emil Audero,IDN,Inter,it Serie A,26 years,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Tommaso Augello,ITA,Cagliari,it Serie A,28 years,26.9,56,2.08,32.0,19.0,0.0,1.0,2.0,2.0,2,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Carlos Augusto,BRA,Inter,it Serie A,24 years,19.2,36,1.88,29.0,4.0,1.0,0.0,1.0,1.0,6,0.31,4.0,1.0,1.0,0.0,0.0,0.0,Defender,
Yann Aurel Bisseck,GER,Inter,it Serie A,22 years,10.0,10,1.0,4.0,0.0,1.0,2.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Serge Aurier,CIV,Nottingham Forest,eng Premier League,30 years,9.3,15,1.62,12.0,1.0,1.0,0.0,1.0,0.0,2,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Ezequiel Ávila,ARG,Osasuna,es La Liga,29 years,9.6,37,3.85,23.0,9.0,0.0,4.0,1.0,0.0,7,0.73,3.0,2.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Ezequiel Ávila,ARG,Betis,es La Liga,29 years,3.3,9,2.72,3.0,0.0,2.0,2.0,2.0,0.0,1,0.3,0.0,0.0,0.0,0.0,1.0,0.0,Forward,
Taiwo Awoniyi,NGA,Nottingham Forest,eng Premier League,25 years,11.6,30,2.6,22.0,0.0,2.0,0.0,4.0,2.0,6,0.52,5.0,0.0,1.0,0.0,0.0,0.0,Forward,
André Ayew,GHA,Le Havre,fr Ligue 1,33 years,12.3,27,2.2,18.0,0.0,5.0,2.0,0.0,2.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jordan Ayew,GHA,Crystal Palace,eng Premier League,31 years,28.3,72,2.55,40.0,5.0,5.0,7.0,12.0,3.0,12,0.42,10.0,0.0,1.0,0.0,1.0,0.0,Forward,Midfielder
Neil El Aynaoui,FRA,Lens,fr Ligue 1,22 years,17.4,25,1.44,20.0,0.0,0.0,1.0,3.0,1.0,3,0.17,2.0,0.0,0.0,0.0,1.0,0.0,Midfielder,
Sardar Azmoun,IRN,Roma,it Serie A,28 years,6.5,18,2.77,10.0,0.0,1.0,5.0,2.0,0.0,5,0.77,1.0,0.0,0.0,2.0,2.0,0.0,Forward,Midfielder
César Azpilicueta,ESP,Atlético Madrid,es La Liga,33 years,15.8,32,2.03,30.0,2.0,0.0,0.0,0.0,0.0,3,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Paulo Azzi,BRA,Cagliari,it Serie A,29 years,10.6,25,2.37,18.0,0.0,2.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Oussama El Azzouzi,MAR,Bologna,it Serie A,22 years,6.1,10,1.65,8.0,1.0,0.0,0.0,1.0,0.0,3,0.49,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Abdellah Baallal,MAR,Clermont Foot,fr Ligue 1,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Iddrisu Baba,GHA,Almería,es La Liga,27 years,15.9,18,1.13,14.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Srđan Babić,SRB,Almería,es La Liga,27 years,1.0,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Shavy Babicka,GAB,Toulouse,fr Ligue 1,23 years,4.1,9,2.17,7.0,0.0,0.0,2.0,0.0,0.0,2,0.48,2.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Aliou Badara Baldé,GUI,Nice,fr Ligue 1,20 years,0.8,5,6.25,2.0,0.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Defender
Loïc Bade,FRA,Sevilla,es La Liga,23 years,25.3,20,0.79,18.0,0.0,0.0,1.0,0.0,1.0,4,0.16,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Milan Badelj,CRO,Genoa,it Serie A,34 years,28.2,57,2.02,51.0,1.0,1.0,2.0,2.0,0.0,13,0.46,11.0,0.0,1.0,1.0,0.0,0.0,Midfielder,
Matthias Bader,GER,Darmstadt 98,de Bundesliga,26 years,20.0,49,2.45,37.0,2.0,3.0,3.0,2.0,2.0,4,0.2,3.0,0.0,0.0,0.0,0.0,1.0,Defender,Midfielder
Benoît Badiashile,FRA,Chelsea,eng Premier League,22 years,14.9,23,1.55,18.0,0.0,0.0,2.0,1.0,2.0,3,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alex Baena,ESP,Villarreal,es La Liga,22 years,28.7,151,5.27,93.0,34.0,10.0,9.0,2.0,3.0,22,0.77,14.0,5.0,0.0,2.0,0.0,1.0,Midfielder,Forward
Jaime Báez,URU,Frosinone,it Serie A,28 years,5.6,16,2.88,7.0,6.0,1.0,0.0,2.0,0.0,2,0.36,1.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Nicola Bagnolini,ITA,Bologna,it Serie A,19 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Leon Bailey,JAM,Aston Villa,eng Premier League,25 years,23.0,97,4.22,70.0,7.0,9.0,7.0,3.0,1.0,11,0.48,7.0,1.0,1.0,2.0,0.0,0.0,Midfielder,Forward
Eric Bailly,CIV,Villarreal,es La Liga,29 years,9.3,3,0.32,2.0,0.0,1.0,0.0,0.0,0.0,1,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Stefan Bajcetic,ESP,Liverpool,eng Premier League,18 years,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Nedim Bajrami,ALB,Sassuolo,it Serie A,24 years,14.6,50,3.44,30.0,10.0,3.0,5.0,1.0,1.0,6,0.41,4.0,1.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Cédric Bakambu,COD,Betis,es La Liga,32 years,2.2,5,2.32,3.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Tiemoué Bakayoko,FRA,Lorient,fr Ligue 1,28 years,14.6,13,0.89,10.0,1.0,0.0,1.0,0.0,1.0,3,0.21,2.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Mitchel Bakker,NED,Atalanta,it Serie A,23 years,4.2,4,0.95,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ridle Baku,GER,Wolfsburg,de Bundesliga,25 years,22.4,59,2.64,50.0,0.0,0.0,5.0,4.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Dilane Bakwa,FRA,Strasbourg,fr Ligue 1,20 years,24.2,107,4.42,54.0,27.0,13.0,5.0,7.0,1.0,10,0.41,4.0,4.0,1.0,1.0,0.0,0.0,Forward,Midfielder
Tommaso Baldanzi,ITA,Empoli,it Serie A,20 years,8.3,36,4.35,24.0,4.0,3.0,1.0,4.0,0.0,2,0.24,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Tommaso Baldanzi,ITA,Roma,it Serie A,20 years,5.8,23,4.0,12.0,0.0,4.0,3.0,4.0,0.0,1,0.17,0.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Alejandro Balde,ESP,Barcelona,es La Liga,19 years,15.3,29,1.9,26.0,0.0,2.0,0.0,1.0,0.0,4,0.26,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
George Baldock,GRE,Sheffield Utd,eng Premier League,30 years,10.8,16,1.49,10.0,3.0,2.0,0.0,1.0,0.0,2,0.19,1.0,0.0,0.0,0.0,1.0,0.0,Defender,
Carlos Baleba,CMR,Brighton,eng Premier League,19 years,14.7,17,1.15,16.0,0.0,0.0,1.0,0.0,0.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Carlos Baleba,CMR,Lille,fr Ligue 1,19 years,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Leonardo Balerdi,ARG,Marseille,fr Ligue 1,24 years,25.2,27,1.07,24.0,1.0,1.0,0.0,1.0,0.0,3,0.12,2.0,0.0,0.0,0.0,1.0,0.0,Defender,
Iván Balliu,ALB,Rayo Vallecano,es La Liga,31 years,31.9,51,1.6,36.0,9.0,2.0,3.0,0.0,1.0,3,0.09,0.0,2.0,0.0,1.0,0.0,0.0,Defender,
Fodé Ballo-Touré,SEN,Fulham,eng Premier League,26 years,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Folarin Balogun,USA,Monaco,fr Ligue 1,22 years,18.8,61,3.24,40.0,0.0,6.0,10.0,5.0,0.0,8,0.43,4.0,0.0,2.0,1.0,1.0,0.0,Forward,
Jonathan Bamba,CIV,Celta Vigo,es La Liga,27 years,22.0,79,3.58,65.0,0.0,6.0,2.0,6.0,0.0,4,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Mohamed Bamba,CIV,Lorient,fr Ligue 1,21 years,12.6,32,2.53,24.0,0.0,3.0,2.0,2.0,1.0,3,0.24,3.0,0.0,0.0,0.0,0.0,0.0,Forward,
Samuel Bamba,GER,Dortmund,de Bundesliga,19 years,0.5,2,3.75,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Lameck Banda,ZAM,Lecce,it Serie A,22 years,15.0,62,4.14,30.0,4.0,15.0,11.0,1.0,1.0,3,0.2,2.0,1.0,0.0,0.0,0.0,0.0,Forward,
Daniel Bandeira,POR,Hellas Verona,it Serie A,23 years,5.0,12,2.42,11.0,1.0,0.0,0.0,0.0,0.0,1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Mamady Bangré,BFA,Toulouse,fr Ligue 1,22 years,1.1,7,6.24,6.0,0.0,1.0,0.0,0.0,0.0,1,0.89,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Mattia Bani,ITA,Genoa,it Serie A,29 years,25.6,7,0.27,6.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Léo Baptistão,BRA,Almería,es La Liga,30 years,20.4,40,1.93,26.0,0.0,4.0,5.0,5.0,0.0,1,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Forward,
Shandon Baptiste,GRN,Brentford,eng Premier League,25 years,2.5,5,1.96,4.0,0.0,1.0,0.0,0.0,0.0,1,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Antonín Barák,CZE,Fiorentina,it Serie A,28 years,9.0,30,3.34,23.0,0.0,1.0,5.0,0.0,1.0,3,0.33,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Valentín Barco,ARG,Brighton,eng Premier League,19 years,3.4,8,2.35,5.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Bradley Barcola,FRA,Lyon,fr Ligue 1,20 years,3.0,5,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Bradley Barcola,FRA,Paris S-G,fr Ligue 1,20 years,15.2,69,4.53,53.0,0.0,13.0,1.0,1.0,1.0,11,0.72,9.0,0.0,1.0,0.0,0.0,1.0,Forward,Midfielder
Melvin Bard,FRA,Nice,fr Ligue 1,22 years,29.5,51,1.73,39.0,4.0,1.0,2.0,1.0,4.0,3,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nicolò Barella,ITA,Inter,it Serie A,26 years,31.6,137,4.33,121.0,1.0,4.0,7.0,3.0,1.0,20,0.63,13.0,0.0,2.0,4.0,1.0,0.0,Midfielder,
Kike Barja,ESP,Osasuna,es La Liga,26 years,3.4,12,3.56,9.0,0.0,1.0,1.0,1.0,0.0,1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Ross Barkley,ENG,Luton Town,eng Premier League,29 years,29.1,104,3.58,67.0,11.0,14.0,6.0,3.0,3.0,11,0.38,6.0,2.0,1.0,1.0,1.0,0.0,Midfielder,
Aymen Barkok,MAR,Mainz 05,de Bundesliga,25 years,3.6,15,4.21,10.0,2.0,1.0,1.0,1.0,0.0,1,0.28,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Harvey Barnes,ENG,Newcastle Utd,eng Premier League,25 years,8.9,29,3.25,18.0,0.0,5.0,3.0,3.0,0.0,6,0.67,4.0,0.0,2.0,0.0,0.0,0.0,Forward,Midfielder
Leandro Barreiro Martins,LUX,Mainz 05,de Bundesliga,23 years,29.0,58,2.0,40.0,1.0,1.0,6.0,8.0,2.0,5,0.17,5.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Enzo Barrenechea,ARG,Frosinone,it Serie A,22 years,31.2,46,1.47,43.0,1.0,1.0,1.0,0.0,0.0,2,0.06,1.0,1.0,0.0,0.0,0.0,0.0,Midfielder,
Ander Barrenetxea,ESP,Real Sociedad,es La Liga,21 years,15.9,41,2.58,27.0,1.0,7.0,2.0,2.0,2.0,4,0.25,2.0,0.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Pablo Barrios,ESP,Atlético Madrid,es La Liga,20 years,17.3,43,2.49,35.0,1.0,2.0,3.0,0.0,2.0,2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Davide Bartesaghi,ITA,Milan,it Serie A,17 years,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Marc Bartra,ESP,Betis,es La Liga,32 years,2.5,3,1.2,2.0,0.0,0.0,1.0,0.0,0.0,1,0.4,0.0,0.0,0.0,1.0,0.0,0.0,Defender,
Federico Baschirotto,ITA,Lecce,it Serie A,26 years,36.6,22,0.6,18.0,1.0,0.0,2.0,0.0,1.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Steven Baseya,FRA,Strasbourg,fr Ligue 1,18 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Chris Basham,ENG,Sheffield Utd,eng Premier League,35 years,3.6,3,0.84,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Toma Bašić,CRO,Salernitana,it Serie A,26 years,12.9,27,2.09,20.0,4.0,2.0,1.0,0.0,0.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Calvin Bassey,NGA,Fulham,eng Premier League,23 years,25.6,15,0.59,13.0,0.0,0.0,2.0,0.0,0.0,2,0.08,0.0,0.0,0.0,2.0,0.0,0.0,Defender,
Alessandro Bastoni,ITA,Inter,it Serie A,24 years,25.2,63,2.5,54.0,1.0,0.0,4.0,3.0,1.0,6,0.24,6.0,0.0,0.0,0.0,0.0,0.0,Defender,
Simone Bastoni,ITA,Empoli,it Serie A,26 years,8.3,22,2.66,14.0,7.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Augusto Batalla,ARG,Granada,es La Liga,27 years,17.0,6,0.35,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Daniel Batz,GER,Mainz 05,de Bundesliga,32 years,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Maximilian Bauer,GER,Augsburg,de Bundesliga,23 years,9.0,4,0.44,2.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Elias Baum,GER,Eintracht Frankfurt,de Bundesliga,17 years,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Oliver Baumann,GER,Hoffenheim,de Bundesliga,33 years,34.0,6,0.18,3.0,3.0,0.0,0.0,0.0,0.0,1,0.03,0.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,
Christoph Baumgartner,AUT,RB Leipzig,de Bundesliga,23 years,12.9,45,3.5,31.0,0.0,3.0,5.0,5.0,1.0,5,0.39,3.0,0.0,0.0,1.0,1.0,0.0,Midfielder,Forward
Bebé,CPV,Rayo Vallecano,es La Liga,33 years,2.4,8,3.4,3.0,3.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Ihlas Bebou,TOG,Hoffenheim,de Bundesliga,29 years,18.2,48,2.64,31.0,0.0,7.0,7.0,2.0,1.0,14,0.77,6.0,0.0,5.0,1.0,1.0,1.0,Forward,Defender
Mohamed Bechikh,FRA,Strasbourg,fr Ligue 1,18 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Adrian Beck,GER,Heidenheim,de Bundesliga,26 years,10.8,29,2.68,22.0,0.0,3.0,3.0,0.0,1.0,4,0.37,3.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Owen Beck,WAL,Liverpool,eng Premier League,20 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Sheraldo Becker,SUR,Real Sociedad,es La Liga,28 years,8.6,19,2.22,14.0,1.0,1.0,3.0,0.0,0.0,5,0.58,4.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Sheraldo Becker,SUR,Union Berlin,de Bundesliga,28 years,7.2,28,3.91,22.0,0.0,2.0,2.0,2.0,0.0,4,0.56,2.0,0.0,0.0,1.0,1.0,0.0,Forward,Midfielder
Chris Bedia,CIV,Union Berlin,de Bundesliga,27 years,1.6,4,2.48,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Donny van de Beek,NED,Manchester Utd,eng Premier League,26 years,0.0,1,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Donny van de Beek,NED,Eintracht Frankfurt,de Bundesliga,26 years,4.0,7,1.76,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Yanis Begraoui,MAR,Toulouse,fr Ligue 1,22 years,3.3,7,2.11,3.0,0.0,0.0,0.0,3.0,1.0,1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Kevin Behrens,GER,Wolfsburg,de Bundesliga,32 years,6.8,18,2.63,15.0,0.0,1.0,2.0,0.0,0.0,2,0.29,2.0,0.0,0.0,0.0,0.0,0.0,Forward,
Kevin Behrens,GER,Union Berlin,de Bundesliga,32 years,14.0,35,2.5,25.0,0.0,0.0,2.0,7.0,1.0,2,0.14,1.0,0.0,0.0,0.0,1.0,0.0,Forward,
Maximilian Beier,GER,Hoffenheim,de Bundesliga,20 years,26.9,76,2.83,47.0,0.0,11.0,7.0,11.0,0.0,10,0.37,2.0,0.0,3.0,3.0,2.0,0.0,Forward,Midfielder
Jérémie Bela,ANG,Clermont Foot,fr Ligue 1,30 years,2.3,7,3.07,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Reda Belahyane,MAR,Hellas Verona,it Serie A,19 years,1.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Reda Belahyane,MAR,Nice,fr Ligue 1,19 years,0.3,2,6.67,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Amari'i Bell,JAM,Luton Town,eng Premier League,29 years,19.1,25,1.31,22.0,0.0,0.0,0.0,2.0,1.0,3,0.16,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Stefan Bell,GER,Mainz 05,de Bundesliga,31 years,7.4,5,0.68,5.0,0.0,0.0,0.0,0.0,0.0,1,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alaa Bellaarouch,MAR,Strasbourg,fr Ligue 1,21 years,15.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Raoul Bellanova,ITA,Torino,it Serie A,23 years,33.8,96,2.83,74.0,4.0,7.0,4.0,6.0,1.0,9,0.27,9.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jean-Ricner Bellegarde,FRA,Wolves,eng Premier League,25 years,10.6,30,2.81,20.0,2.0,6.0,1.0,1.0,0.0,2,0.19,1.0,0.0,1.0,0.0,0.0,0.0,Midfielder,Forward
Jean-Ricner Bellegarde,FRA,Strasbourg,fr Ligue 1,25 years,3.0,6,2.01,4.0,0.0,2.0,0.0,0.0,0.0,3,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Midfielder,Forward
Héctor Bellerín,ESP,Betis,es La Liga,28 years,19.0,30,1.58,26.0,3.0,0.0,0.0,1.0,0.0,4,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jude Bellingham,ENG,Real Madrid,es La Liga,20 years,25.7,99,3.85,82.0,0.0,8.0,4.0,5.0,0.0,13,0.51,10.0,0.0,1.0,2.0,0.0,0.0,Midfielder,
Jeanuël Belocian,FRA,Rennes,fr Ligue 1,18 years,16.1,15,0.93,11.0,2.0,0.0,2.0,0.0,0.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Andrea Belotti,ITA,Fiorentina,it Serie A,29 years,10.5,25,2.37,15.0,0.0,0.0,5.0,5.0,0.0,1,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Forward,
Andrea Belotti,ITA,Roma,it Serie A,29 years,7.5,23,3.05,11.0,0.0,3.0,3.0,5.0,1.0,6,0.8,3.0,0.0,2.0,1.0,0.0,0.0,Forward,
Fran Beltrán,ESP,Celta Vigo,es La Liga,24 years,27.0,49,1.82,41.0,3.0,1.0,2.0,2.0,0.0,3,0.11,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Lucas Beltrán,ARG,Fiorentina,it Serie A,22 years,18.8,56,2.98,39.0,0.0,2.0,8.0,6.0,1.0,10,0.53,5.0,0.0,1.0,3.0,1.0,0.0,Forward,Midfielder
